year,team,conference,rating,ranking,secondOrderWins,sos,offense.ranking,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.ranking,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams.rating
2022,Minnesota,Big Ten,16.0,16.0,,,90.0,23.5,,,,,,,,,5.0,8.6,,,,,,,,,,1.1
2022,Illinois,Big Ten,15.9,17.0,,,98.0,20.6,,,,,,,,,3.0,5.5,,,,,,,,,,0.8
2022,Washington,Big Ten,15.7,18.0,,,12.0,41.2,,,,,,,,,57.0,25.5,,,,,,,,,,0.0
2022,Oklahoma,SEC,15.4,19.0,,,13.0,40.8,,,,,,,,,65.0,26.5,,,,,,,,,,1.0
2022,Mississippi State,SEC,15.4,19.0,,,32.0,35.1,,,,,,,,,30.0,19.9,,,,,,,,,,0.2
2022,UCLA,Big Ten,15.0,21.0,,,3.0,45.7,,,,,,,,,83.0,30.1,,,,,,,,,,-0.7
2022,Oregon State,Pac-12,14.3,22.0,,,41.0,33.3,,,,,,,,,24.0,17.7,,,,,,,,,,-1.3
2022,Florida State,ACC,13.2,23.0,,,34.0,34.8,,,,,,,,,34.0,20.4,,,,,,,,,,-1.3
2022,Cincinnati,Big 12,13.1,24.0,,,62.0,27.6,,,,,,,,,17.0,16.1,,,,,,,,,,1.5
2022,Kentucky,SEC,13.0,25.0,,,91.0,23.2,,,,,,,,,6.0,9.9,,,,,,,,,,-0.3
2022,South Carolina,SEC,12.7,26.0,,,31.0,36.0,,,,,,,,,52.0,25.2,,,,,,,,,,1.8
2022,Iowa,Big Ten,12.7,26.0,,,117.0,16.0,,,,,,,,,2.0,5.1,,,,,,,,,,1.7
2022,Tulane,American Athletic,12.4,28.0,,,47.0,32.0,,,,,,,,,29.0,19.7,,,,,,,,,,0.1
2022,Arkansas,SEC,12.0,29.0,,,19.0,38.3,,,,,,,,,63.0,26.3,,,,,,,,,,0.0
2022,Baylor,Big 12,11.7,30.0,,,22.0,37.6,,,,,,,,,61.0,26.1,,,,,,,,,,0.2
2022,Oklahoma State,Big 12,11.3,31.0,,,22.0,37.6,,,,,,,,,68.0,27.9,,,,,,,,,,1.6
2022,Maryland,Big Ten,11.2,32.0,,,39.0,33.8,,,,,,,,,45.0,24.2,,,,,,,,,,1.7
2022,South Alabama,Sun Belt,10.8,33.0,,,66.0,26.8,,,,,,,,,22.0,17.4,,,,,,,,,,1.4
2022,Florida,SEC,10.4,34.0,,,15.0,39.6,,,,,,,,,78.0,29.5,,,,,,,,,,0.3
2022,Notre Dame,FBS Independents,10.3,35.0,,,56.0,30.5,,,,,,,,,36.0,21.4,,,,,,,,,,1.1
2022,UCF,Big 12,10.3,35.0,,,55.0,31.1,,,,,,,,,32.0,20.3,,,,,,,,,,-0.6
2022,Washington State,Pac-12,9.5,37.0,,,78.0,25.1,,,,,,,,,19.0,16.7,,,,,,,,,,1.1
2022,Texas A&M,SEC,9.1,38.0,,,75.0,25.4,,,,,,,,,18.0,16.6,,,,,,,,,,0.3
2022,Louisville,ACC,9.0,39.0,,,65.0,27.0,,,,,,,,,28.0,19.1,,,,,,,,,,1.1
2022,Pittsburgh,ACC,8.6,40.0,,,43.0,32.8,,,,,,,,,49.0,24.7,,,,,,,,,,0.5
2022,Texas Tech,Big 12,8.5,41.0,,,18.0,38.5,,,,,,,,,87.0,30.5,,,,,,,,,,0.5
2022,Wisconsin,Big Ten,8.3,42.0,,,68.0,25.7,,,,,,,,,20.0,17.1,,,,,,,,,,-0.4
2022,Wake Forest,ACC,8.2,43.0,,,6.0,43.3,,,,,,,,,105.0,35.2,,,,,,,,,,0.0
2022,Troy,Sun Belt,8.1,44.0,,,107.0,17.7,,,,,,,,,8.0,11.2,,,,,,,,,,1.5
2022,Missouri,SEC,8.1,44.0,,,67.0,26.0,,,,,,,,,25.0,18.3,,,,,,,,,,0.3
2022,North Carolina,ACC,7.8,46.0,,,11.0,41.7,,,,,,,,,103.0,35.0,,,,,,,,,,1.1
2022,Purdue,Big Ten,7.7,47.0,,,49.0,31.6,,,,,,,,,39.0,22.4,,,,,,,,,,-1.5
2022,UTSA,American Athletic,7.2,48.0,,,16.0,39.3,,,,,,,,,93.0,32.6,,,,,,,,,,0.5
2022,Memphis,American Athletic,6.8,49.0,,,27.0,37.0,,,,,,,,,89.0,31.8,,,,,,,,,,1.7
2022,NC State,ACC,6.8,49.0,,,99.0,20.4,,,,,,,,,13.0,15.3,,,,,,,,,,1.6
2022,James Madison,Sun Belt,6.5,51.0,,,52.0,31.3,,,,,,,,,43.0,23.6,,,,,,,,,,-1.2
2022,Boise State,Mountain West,5.7,52.0,,,83.0,24.1,,,,,,,,,26.0,18.5,,,,,,,,,,0.1
2022,Iowa State,Big 12,5.3,53.0,,,107.0,17.7,,,,,,,,,7.0,10.6,,,,,,,,,,-1.7
2022,Auburn,SEC,5.1,54.0,,,46.0,32.6,,,,,,,,,68.0,27.9,,,,,,,,,,0.5
2022,Duke,ACC,5.0,55.0,,,61.0,29.4,,,,,,,,,49.0,24.7,,,,,,,,,,0.3
2022,SMU,ACC,4.7,56.0,,,10.0,42.0,,,,,,,,,115.0,38.1,,,,,,,,,,0.9
2022,Houston,Big 12,4.5,57.0,,,9.0,42.5,,,,,,,,,112.0,37.7,,,,,,,,,,-0.3
2022,Air Force,Mountain West,3.9,58.0,,,114.0,16.3,,,,,,,,,10.0,12.3,,,,,,,,,,-0.1
2022,Fresno State,Mountain West,3.3,59.0,,,64.0,27.1,,,,,,,,,46.0,24.4,,,,,,,,,,0.6
2022,Marshall,Sun Belt,3.0,60.0,,,121.0,15.7,,,,,,,,,9.0,11.4,,,,,,,,,,-1.3
2022,Kansas,Big 12,2.9,61.0,,,14.0,40.6,,,,,,,,,108.0,36.0,,,,,,,,,,-1.7
2022,Syracuse,ACC,2.5,62.0,,,63.0,27.4,,,,,,,,,49.0,24.7,,,,,,,,,,-0.1
2022,West Virginia,Big 12,2.4,63.0,,,30.0,36.3,,,,,,,,,101.0,34.5,,,,,,,,,,0.6
2022,Louisiana,Sun Belt,2.0,64.0,,,95.0,21.7,,,,,,,,,32.0,20.3,,,,,,,,,,0.7
2022,App State,Sun Belt,1.7,65.0,,,42.0,32.9,,,,,,,,,82.0,29.8,,,,,,,,,,-1.4
2022,Western Kentucky,Conference USA,1.7,65.0,,,52.0,31.3,,,,,,,,,83.0,30.1,,,,,,,,,,0.5
2022,Michigan State,Big Ten,1.2,67.0,,,48.0,31.9,,,,,,,,,81.0,29.7,,,,,,,,,,-1.0
2022,East Carolina,American Athletic,1.1,68.0,,,51.0,31.5,,,,,,,,,74.0,28.7,,,,,,,,,,-1.7
2022,Coastal Carolina,Sun Belt,0.6,69.0,,,44.0,32.7,,,,,,,,,88.0,30.6,,,,,,,,,,-1.5
2022,UAB,American Athletic,-0.5,70.0,,,68.0,25.7,,,,,,,,,54.0,25.3,,,,,,,,,,-0.9
2022,Nebraska,Big Ten,-1.2,71.0,,,74.0,25.5,,,,,,,,,58.0,25.6,,,,,,,,,,-1.2
2022,BYU,Big 12,-1.4,72.0,,,35.0,34.3,,,,,,,,,102.0,34.8,,,,,,,,,,-0.8
2022,Army,American Athletic,-1.5,73.0,,,80.0,24.6,,,,,,,,,54.0,25.3,,,,,,,,,,-0.9
2022,North Texas,American Athletic,-1.5,73.0,,,52.0,31.3,,,,,,,,,98.0,34.1,,,,,,,,,,1.3
2022,Liberty,Conference USA,-1.5,73.0,,,83.0,24.1,,,,,,,,,56.0,25.4,,,,,,,,,,-0.2
2022,Miami,ACC,-2.7,76.0,,,81.0,24.4,,,,,,,,,75.0,28.9,,,,,,,,,,1.7
2022,California,ACC,-3.0,77.0,,,91.0,23.2,,,,,,,,,59.0,25.9,,,,,,,,,,-0.3
2022,Arizona,Big 12,-3.2,78.0,,,22.0,37.6,,,,,,,,,126.0,41.1,,,,,,,,,,0.2
2022,Georgia State,Sun Belt,-3.3,79.0,,,40.0,33.7,,,,,,,,,116.0,38.3,,,,,,,,,,1.4
2022,Southern Miss,Sun Belt,-3.5,80.0,,,105.0,18.3,,,,,,,,,42.0,22.9,,,,,,,,,,1.1
2022,Toledo,Mid-American,-3.7,81.0,,,68.0,25.7,,,,,,,,,68.0,27.9,,,,,,,,,,-1.5
2022,Arizona State,Big 12,-4.1,82.0,,,56.0,30.5,,,,,,,,,107.0,35.7,,,,,,,,,,1.1
2022,San José State,Mountain West,-4.3,83.0,,,101.0,19.1,,,,,,,,,37.0,21.6,,,,,,,,,,-1.8
2022,San Diego State,Mountain West,-4.4,84.0,,,122.0,15.1,,,,,,,,,35.0,21.1,,,,,,,,,,1.5
2022,Ohio,Mid-American,-4.6,85.0,,,49.0,31.6,,,,,,,,,105.0,35.2,,,,,,,,,,-1.0
2022,Vanderbilt,SEC,-4.7,86.0,,,58.0,29.9,,,,,,,,,96.0,33.4,,,,,,,,,,-1.2
2022,Tulsa,American Athletic,-6.1,87.0,,,44.0,32.7,,,,,,,,,117.0,38.5,,,,,,,,,,-0.3
2022,Georgia Southern,Sun Belt,-6.4,88.0,,,35.0,34.3,,,,,,,,,124.0,40.3,,,,,,,,,,-0.4
2022,Middle Tennessee,Conference USA,-6.9,89.0,,,71.0,25.6,,,,,,,,,95.0,33.3,,,,,,,,,,0.8
2022,Indiana,Big Ten,-7.1,90.0,,,58.0,29.9,,,,,,,,,110.0,36.6,,,,,,,,,,-0.4
2022,Eastern Michigan,Mid-American,-7.1,90.0,,,85.0,24.0,,,,,,,,,92.0,32.4,,,,,,,,,,1.3
2022,Florida Atlantic,American Athletic,-7.1,90.0,,,81.0,24.4,,,,,,,,,86.0,30.4,,,,,,,,,,-1.1
2022,Stanford,ACC,-7.2,93.0,,,71.0,25.6,,,,,,,,,100.0,34.2,,,,,,,,,,1.5
2022,Navy,American Athletic,-7.2,93.0,,,106.0,18.2,,,,,,,,,46.0,24.4,,,,,,,,,,-1.1
2022,Virginia,ACC,-9.0,95.0,,,116.0,16.2,,,,,,,,,46.0,24.4,,,,,,,,,,-0.7
2022,Rutgers,Big Ten,-9.1,96.0,,,113.0,16.4,,,,,,,,,52.0,25.2,,,,,,,,,,-0.3
2022,Buffalo,Mid-American,-9.2,97.0,,,79.0,25.0,,,,,,,,,103.0,35.0,,,,,,,,,,0.8
2022,Virginia Tech,ACC,-9.5,98.0,,,125.0,13.5,,,,,,,,,41.0,22.8,,,,,,,,,,-0.3
2022,UTEP,Conference USA,-10.7,99.0,,,96.0,20.8,,,,,,,,,94.0,32.7,,,,,,,,,,1.2
2022,Wyoming,Mountain West,-10.8,100.0,,,123.0,14.9,,,,,,,,,62.0,26.2,,,,,,,,,,0.5
2022,Texas State,Sun Belt,-11.5,101.0,,,109.0,17.4,,,,,,,,,78.0,29.5,,,,,,,,,,0.7
2022,Georgia Tech,ACC,-11.8,102.0,,,103.0,18.8,,,,,,,,,78.0,29.5,,,,,,,,,,-1.1
2022,UNLV,Mountain West,-11.9,103.0,,,96.0,20.8,,,,,,,,,98.0,34.1,,,,,,,,,,1.3
2022,Miami (OH),Mid-American,-12.7,104.0,,,128.0,8.6,,,,,,,,,38.0,22.1,,,,,,,,,,0.7
2022,Temple,American Athletic,-12.9,105.0,,,114.0,16.3,,,,,,,,,72.0,28.6,,,,,,,,,,-0.5
2022,Arkansas State,Sun Belt,-13.0,106.0,,,89.0,23.7,,,,,,,,,117.0,38.5,,,,,,,,,,1.8
2022,Old Dominion,Sun Belt,-13.0,106.0,,,111.0,16.9,,,,,,,,,77.0,29.3,,,,,,,,,,-0.6
2022,Kent State,Mid-American,-13.1,108.0,,,71.0,25.6,,,,,,,,,114.0,37.9,,,,,,,,,,-0.7
2022,Utah State,Mountain West,-13.3,109.0,,,75.0,25.4,,,,,,,,,117.0,38.5,,,,,,,,,,-0.2
2022,Northwestern,Big Ten,-13.4,110.0,,,110.0,17.0,,,,,,,,,72.0,28.6,,,,,,,,,,-1.7
2022,Central Michigan,Mid-American,-14.0,111.0,,,102.0,19.0,,,,,,,,,91.0,32.2,,,,,,,,,,-0.8
2022,UConn,FBS Independents,-14.6,112.0,,,124.0,14.2,,,,,,,,,68.0,27.9,,,,,,,,,,-0.9
2022,Boston College,ACC,-14.9,113.0,,,99.0,20.4,,,,,,,,,97.0,33.8,,,,,,,,,,-1.5
2022,Ball State,Mid-American,-14.9,113.0,,,117.0,16.0,,,,,,,,,83.0,30.1,,,,,,,,,,-0.7
2022,Rice,American Athletic,-15.2,115.0,,,94.0,23.1,,,,,,,,,111.0,36.9,,,,,,,,,,-1.4
2022,New Mexico State,Conference USA,-15.4,116.0,,,126.0,12.0,,,,,,,,,60.0,26.0,,,,,,,,,,-1.4
2022,UL Monroe,Sun Belt,-15.7,117.0,,,91.0,23.2,,,,,,,,,121.0,39.0,,,,,,,,,,0.2
2022,Charlotte,American Athletic,-16.4,118.0,,,85.0,24.0,,,,,,,,,122.0,39.2,,,,,,,,,,-1.2
2022,South Florida,American Athletic,-17.0,119.0,,,38.0,34.1,,,,,,,,,131.0,50.3,,,,,,,,,,-0.8
2022,Western Michigan,Mid-American,-17.3,120.0,,,127.0,11.2,,,,,,,,,67.0,27.3,,,,,,,,,,-1.1
2022,Louisiana Tech,Conference USA,-17.8,121.0,,,60.0,29.6,,,,,,,,,130.0,47.0,,,,,,,,,,-0.4
2022,Bowling Green,Mid-American,-18.1,122.0,,,88.0,23.8,,,,,,,,,125.0,40.6,,,,,,,,,,-1.2
2022,Northern Illinois,Mid-American,-18.8,123.0,,,77.0,25.3,,,,,,,,,128.0,43.1,,,,,,,,,,-1.0
2022,Colorado,Big 12,-20.4,124.0,,,85.0,24.0,,,,,,,,,129.0,45.0,,,,,,,,,,0.7
2022,Colorado State,Mountain West,-22.2,125.0,,,129.0,7.8,,,,,,,,,76.0,29.0,,,,,,,,,,-1.0
2022,Nevada,Mountain West,-22.4,126.0,,,119.0,15.9,,,,,,,,,113.0,37.8,,,,,,,,,,-0.5
2022,Akron,Mid-American,-23.4,127.0,,,112.0,16.7,,,,,,,,,117.0,38.5,,,,,,,,,,-1.6
2022,Hawai'i,Mountain West,-24.7,128.0,,,120.0,15.8,,,,,,,,,123.0,39.4,,,,,,,,,,-1.1
2022,Florida International,Conference USA,-25.5,129.0,,,104.0,18.4,,,,,,,,,127.0,42.3,,,,,,,,,,-1.6
2022,New Mexico,Mountain West,-26.9,130.0,,,131.0,6.0,,,,,,,,,90.0,31.9,,,,,,,,,,-1.0
2022,Massachusetts,Mid-American,-30.3,131.0,,,130.0,7.5,,,,,,,,,109.0,36.4,,,,,,,,,,-1.4
2022,nationalAverages,,0.8145038167938932,,,,,27.76946564885496,,,,,,,,,,26.959541984732823,,,,,,,,,,0.0007633587786259542
