season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility
2024,Rahsul,Faison,RB,Utah State,,2024-04-26T05:00:00.000Z,,2.0,Immediate
2024,Will,Shaffer,LB,Utah State,,2024-04-18T16:07:00.000Z,0.83,3.0,Immediate
2024,Greyson,Morgan,TE,Hawai'i,,2023-09-27T17:35:00.000Z,,,Immediate
2024,Dallas,Branch,CB,San Diego State,Kent State,2023-09-27T15:13:00.000Z,0.85,3.0,Immediate
2024,Simeon,Barrow Jr.,DL,Michigan State,Miami,2024-04-18T14:13:00.000Z,0.87,3.0,Immediate
2024,Bryce,Llewellyn,S,Charleston Southern,Eastern Michigan,2023-12-03T17:59:00.000Z,0.86,3.0,Immediate
2024,Moussa,Berry,WR,Western Kentucky,,2024-04-25T00:07:00.000Z,,,Immediate
2024,Jalen,Emery,CB,Houston,,2024-04-24T23:15:00.000Z,,3.0,Withdrawn
2024,Nate,Temple,EDGE,Pittsburgh,,2023-11-29T21:26:00.000Z,,3.0,Withdrawn
2024,Tyler,Shough,QB,Texas Tech,Louisville,2023-11-19T22:51:00.000Z,0.87,3.0,Immediate
2024,Eddie,Kelly,DL,Georgia Tech,Missouri,2024-04-17T16:41:00.000Z,0.87,3.0,Immediate
2024,Billy,Conaway,RB,Kansas,,2024-04-17T18:52:00.000Z,,,Immediate
2024,Da'Marcus,Cosby II,CB,Sam Houston,,2024-04-17T19:33:00.000Z,,,Immediate
2024,Bradley,Weaver,DL,Ohio,,2024-04-23T15:27:00.000Z,,3.0,Immediate
2024,De'Rickey,Wright,S,Vanderbilt,Vanderbilt,2023-12-04T16:21:00.000Z,0.89,3.0,Immediate
2024,Owen,Anderson,TE,Illinois,Massachusetts,2024-04-09T01:23:00.000Z,,3.0,Immediate
2024,Cael,Vanderbush,TE,Iowa,Indiana State,2024-04-23T17:23:00.000Z,,3.0,Immediate
2024,Gabriel,Arena,IOL,Virginia Tech,Buffalo,2024-04-17T19:50:00.000Z,0.84,3.0,Immediate
2024,Carson,Voss,P,Western Michigan,Michigan State,2023-12-08T06:00:00.000Z,,,Immediate
2024,Anthony,Madrigal,OLB,San José State,,2023-11-29T06:00:00.000Z,,2.0,Immediate
2024,Wyatt,Redding,K,Boise State,Central Washington,2024-04-17T18:44:00.000Z,,2.0,Immediate
2024,Antonio,Gates Jr.,WR,Michigan State,,2024-04-22T17:49:00.000Z,,4.0,Immediate
2024,NyNy,Davis,WR,UL Monroe,,2024-04-17T18:45:00.000Z,,2.0,Immediate
2024,Christian,Ellis,S,New Mexico,,2023-11-29T16:21:00.000Z,,3.0,Withdrawn
2024,Collin,Gamble,CB,California,,2024-04-22T16:10:00.000Z,,3.0,Immediate
2024,Clay,Nanke,EDGE,Colorado State,,2023-12-07T17:13:00.000Z,,3.0,Immediate
2024,Malik,Dixon,S,UConn,,2023-11-30T17:49:00.000Z,,3.0,Withdrawn
2024,George,French,OT,Pittsburgh,,2024-04-17T18:42:00.000Z,,,Immediate
2024,Guerlens,Milfort,DL,UAB,,2024-04-17T18:40:00.000Z,,3.0,Immediate
2024,Kadan,Lewis,DL,Arkansas State,,2024-04-17T18:35:00.000Z,,3.0,Immediate
2024,Habib,Bello,DL,Washington,,2024-04-17T18:09:00.000Z,,2.0,Immediate
2024,Anthony,Smith,IOL,Iowa State,Tennessee State,2024-04-17T18:02:00.000Z,,2.0,Immediate
2024,Makkah,Jordan,S,Georgia State,Garden City C.C. ,2024-04-17T18:00:00.000Z,,3.0,Immediate
2024,Christian,Womack,RB,Purdue,,2024-04-17T17:45:00.000Z,,,Immediate
2024,Yusuf,Terry,WR,South Florida,Georgia State,2024-04-17T17:39:00.000Z,,3.0,Immediate
2024,Khairi,Manns,EDGE,Colorado,James Madison,2024-04-17T15:43:00.000Z,,,Immediate
2024,Vaughn,Pemberton,RB,Ball State,,2023-12-04T13:37:00.000Z,,2.0,Immediate
2024,Justice,Ugo,S,Houston,,2024-04-18T14:43:00.000Z,,3.0,Immediate
2024,John,Howse IV,S,Vanderbilt,Middle Tennessee,2024-04-17T14:11:00.000Z,,3.0,Immediate
2024,Ike,Udengwu III,QB,Eastern Michigan,Grand Valley State University,2024-04-17T14:01:00.000Z,,3.0,Immediate
2024,Derrick,Brown,LB,Texas State,,2024-04-17T13:58:00.000Z,,3.0,Immediate
2024,Brady,Tillman,RB,UL Monroe,,2024-04-17T13:55:00.000Z,,,Immediate
2024,Dylan,Barrett,IOL,Wisconsin,Iowa State,2023-11-29T06:00:00.000Z,0.86,3.0,Immediate
2024,Sam,Brown,WR,Houston,Miami,2024-04-16T23:28:00.000Z,0.92,4.0,Immediate
2024,Kamron,Scott,IOL,UTSA,,2024-04-16T22:52:00.000Z,,3.0,Immediate
2024,Keeon,Terrell,DL,South Florida,,2024-04-16T22:03:00.000Z,,3.0,Immediate
2024,Chris,Morris,OT,Memphis,,2024-04-16T22:38:00.000Z,,3.0,Immediate
2024,Kiael,Kelly,QB,Ball State,,2024-04-15T20:50:00.000Z,,3.0,Immediate
2024,Max,Marsh,QB,Kansas State,,2024-04-16T00:23:00.000Z,,3.0,Immediate
2024,Joseph,McKay,RB,East Carolina,,2023-12-04T12:51:00.000Z,,3.0,Immediate
2024,Cormani,McClain,CB,Colorado,Florida,2024-04-16T21:39:00.000Z,0.94,4.0,Immediate
2024,Tavian,Combs,S,New Mexico,,2023-11-28T15:25:00.000Z,,2.0,Withdrawn
2024,Jeremiah,Josephs,CB,Tennessee State,,2024-04-16T20:54:00.000Z,0.84,3.0,Immediate
2024,Kaden,Moorman,RB,Louisville,Butler C.C.,2024-04-16T20:00:00.000Z,,,Immediate
2024,Major,Byrd,S,North Carolina,,2023-12-04T12:10:00.000Z,,,Immediate
2024,Marcel,Walker,EDGE,Nevada,Ohio,2024-04-16T19:51:00.000Z,,,Immediate
2024,Elisha,Samples,OT,East Carolina,Wofford,2023-12-04T12:53:00.000Z,,3.0,Immediate
2024,Eamonn,Dennis,WR,Michigan,Ohio,2024-03-18T13:01:00.000Z,,3.0,Immediate
2024,TJ,Hartley,K,Austin Peay,Georgia Southern,2024-04-16T19:44:00.000Z,,,Immediate
2024,Shawn,Burton Jr.,OT,Georgia State,North Carolina Central,2024-04-16T19:48:00.000Z,,2.0,Immediate
2024,Corey,Ellington,S,Mississippi State,,2023-12-07T22:02:00.000Z,,3.0,Withdrawn
2024,Jordan,Dingle,TE,Kentucky,,2023-12-07T21:47:00.000Z,,3.0,Withdrawn
2024,Deljay,Bailey,QB,Ole Miss,Grambling,2024-04-16T19:45:00.000Z,,3.0,Immediate
2024,Andrew,Henry,RB,New Mexico,,2023-11-29T16:40:00.000Z,,3.0,Withdrawn
2024,Kaidon,Salter,QB,Liberty,,2024-01-02T22:24:00.000Z,0.92,4.0,Withdrawn
2024,Micah,Bowens,QB,Charlotte,Bethune-Cookman,2023-12-07T17:18:00.000Z,,3.0,Immediate
2024,Jaquez,Moore,RB,Duke,,2023-12-06T19:39:00.000Z,,3.0,Withdrawn
2024,Bryson,Rodgers,WR,Ohio State,,2024-01-02T22:01:00.000Z,0.89,3.0,Withdrawn
2024,Stone,Hollenbach,QB,Western Michigan,,2023-11-29T22:50:00.000Z,,2.0,Immediate
2024,Jonathan,Bax,EDGE,TCU,,2023-12-05T20:31:00.000Z,,3.0,Withdrawn
2024,Solomon,DeShields,LB,Pittsburgh,Texas A&M,2024-04-16T19:38:00.000Z,0.88,3.0,Immediate
2024,Juan,Davis,TE,Texas,,2024-01-06T06:00:00.000Z,,3.0,Withdrawn
2024,Ryan,Capriotti,K,East Carolina,Maryland,2023-11-27T13:42:00.000Z,,,Immediate
2024,Brayden,Schager,QB,Hawai'i,,2023-12-06T15:23:00.000Z,,3.0,Withdrawn
2024,Myles,Jackson,EDGE,Indiana,Tulsa,2023-11-27T14:21:00.000Z,0.85,3.0,Immediate
2024,Julian,Gray,WR,NC State,Liberty,2024-04-16T19:26:00.000Z,,4.0,Immediate
2024,Tyler,Patterson,P,Florida International,West Florida,2024-04-16T19:08:00.000Z,,,Immediate
2024,Israel,Carter,QB,South Florida,,2024-01-04T18:26:00.000Z,,3.0,Withdrawn
2024,Roman,Fuller,QB,Tulsa,CSU-Pueblo,2023-11-30T16:54:00.000Z,,3.0,Immediate
2024,Bryce,McFerson,P,Notre Dame,Maryland,2024-04-16T19:05:00.000Z,,3.0,Immediate
2024,Luke,Hamilton,RB,West Virginia,,2024-01-17T15:02:00.000Z,,,Immediate
2024,Marcus,Moore,DL,North Texas,Sam Houston,2024-04-16T19:04:00.000Z,,3.0,Immediate
2024,Artez,Hooker,WR,Florida International,,2024-04-16T19:02:00.000Z,,3.0,Immediate
2024,Dylan,Gebbia,QB,North Texas,,2024-04-16T19:00:00.000Z,,3.0,Immediate
2024,Cevan,Edwards,DL,Memphis,,2024-04-16T18:57:00.000Z,,3.0,Immediate
2024,Tre'Darius,Brown,DL,Texas Tech,South Alabama,2024-04-16T19:00:00.000Z,,3.0,Immediate
2024,Bryce,Stephens,WR,Arkansas,,2023-12-07T19:55:00.000Z,,3.0,Withdrawn
2024,Malcolm,Pugh,DL,Georgia Tech,,2023-12-15T16:01:00.000Z,,3.0,Immediate
2024,Jaylen,Stinson,S,Duke,,2023-11-30T21:24:00.000Z,,3.0,Withdrawn
2024,Daniel,Harris,CB,Georgia,,2023-12-26T02:46:00.000Z,,4.0,Immediate
2024,Dillon,Gabriel,QB,Oklahoma,Oregon,2023-12-04T14:01:00.000Z,0.91,4.0,Immediate
2024,Darius,Gooden,CB,Massachusetts,,2024-03-25T23:10:00.000Z,0.81,3.0,Immediate
2024,DeAndra,Burns Jr.,WR,Arkansas State,,2024-04-16T18:56:00.000Z,,3.0,Immediate
2024,Shane,Calhoun,TE,East Carolina,Texas A&M,2024-04-16T18:55:00.000Z,0.86,3.0,Immediate
2024,Aidan,Kaler,LB,Stony Brook,Charlotte,2023-11-24T16:34:00.000Z,0.83,3.0,Immediate
2024,Torey,Richardson,CB,UTEP,Temple,2023-11-29T22:46:00.000Z,0.86,3.0,Immediate
2024,Declan,McMahon,RB,Indiana,,2024-04-16T18:54:00.000Z,,,Immediate
2024,Marlon,Jones Jr.,CB,Eastern Washington,Vanderbilt,2023-12-03T22:46:00.000Z,0.88,3.0,Immediate
2024,Cam'Ron,Valdez,RB,Texas Tech,,2023-12-09T04:52:00.000Z,,3.0,Withdrawn
2024,Alex,Bauman,TE,Tulane,,2023-12-12T20:58:00.000Z,,3.0,Withdrawn
2024,Grant,Bingham,OT,Kentucky,,2023-11-30T00:19:00.000Z,,4.0,Immediate
2024,Isaiah,Johnson,RB,North Texas,Abilene Christian,2023-12-01T18:13:00.000Z,,3.0,Immediate
2024,Jalil,Smith,DL,Syracuse,,2023-12-14T18:41:00.000Z,,3.0,Withdrawn
2024,Dylan,Barrett,IOL,Wisconsin,Iowa State,2023-12-04T15:45:00.000Z,,3.0,Immediate
2024,Andon,Carpenter,DL,Kansas,Missouri Western State,2024-04-16T18:38:00.000Z,,,Immediate
2024,Jacob,Page,WR,Colorado,,2024-04-16T18:15:00.000Z,,3.0,Immediate
2024,Clayton,Coll,LB,Ball State,,2023-12-01T23:11:00.000Z,0.86,3.0,Withdrawn
2024,Reggie,Love III,RB,Illinois,Purdue,2023-12-04T13:04:00.000Z,0.88,3.0,Immediate
2024,Nikai,Martinez,CB,UCF,Michigan State,2024-04-16T18:13:00.000Z,0.85,3.0,Immediate
2024,Anthony,Romphf,CB,Western Michigan,Charlotte,2023-11-30T22:54:00.000Z,0.83,3.0,Immediate
2024,Tyreek,Chappell,CB,Texas A&M,,2023-12-06T23:10:00.000Z,0.88,3.0,Withdrawn
2024,De'Eric,Mister,OT,Minnesota,Howard,2024-04-16T18:12:00.000Z,,3.0,Immediate
2024,Wyatt,Anderson,IOL,Western Kentucky,,2023-12-04T18:50:00.000Z,,,Immediate
2024,Kyle,McNamara,WR,UTEP,,2024-04-16T17:56:00.000Z,,2.0,Immediate
2024,Tanner,Blount,LB,Fresno State,,2023-11-30T22:29:00.000Z,,,Immediate
2024,Jamir,Reyes,S,Army,,2024-04-16T17:46:00.000Z,,3.0,Immediate
2024,Jovon,Jackson,S,Fairmont State,,2023-11-20T21:51:00.000Z,,,Immediate
2024,Naseri,Danielson,LB,BYU,San José State,2024-04-16T17:41:00.000Z,,3.0,Immediate
2024,Jacob,Edmonds,IOL,Utah,,2024-04-16T17:43:00.000Z,,2.0,Immediate
2024,Raymond,Woodie III,S,California,Bethune-Cookman,2023-12-19T21:48:00.000Z,0.86,3.0,Immediate
2024,AJ,Williams,CB,Wake Forest,Coastal Carolina,2023-11-29T21:55:00.000Z,0.82,3.0,Immediate
2024,Nathan,Gates,OT,Washington State,Florida A&M,2024-04-16T17:38:00.000Z,,3.0,Immediate
2024,Lonnie,Rice,LB,Western Kentucky,,2024-04-16T17:31:00.000Z,,3.0,Immediate
2024,Mason,Garcia,QB,East Carolina,Austin Peay,2023-12-04T12:54:00.000Z,,4.0,Immediate
2024,Daiyaan,Hawkins,CB,Temple,UAlbany,2024-04-16T17:37:00.000Z,,,Immediate
2024,Cole,Pruett,WR,Washington State,Eastern Washington,2024-04-16T17:35:00.000Z,,2.0,Immediate
2024,Tad,Hudson,QB,North Carolina,Coastal Carolina,2024-04-16T17:34:00.000Z,,4.0,Immediate
2024,Sam,Lee,TE,Hillsdale College,,2023-12-01T17:03:00.000Z,,,Immediate
2024,Josh,Lee,TE,Hillsdale College,,2023-12-01T17:01:00.000Z,,,Immediate
2024,Owen,Gibbs,LB,Heidelberg,,2023-12-01T16:56:00.000Z,,,Immediate
2024,Rickie,Davis,CB,Western Kentucky,,2024-04-16T17:21:00.000Z,,,Immediate
2024,Jakeen,Harris,S,NC State,North Carolina,2023-11-29T22:59:00.000Z,0.88,3.0,Immediate
2024,Brandon,Crenshaw-Dickson,OT,San Diego State,Florida,2023-11-29T22:00:00.000Z,0.87,3.0,Immediate
2024,Aydan,White,CB,NC State,,2024-01-03T06:00:00.000Z,,3.0,Withdrawn
2024,Coleman,Owen,WR,Northern Arizona,Ohio,2023-12-02T16:49:00.000Z,0.85,3.0,Immediate
2024,Stephon,Wright,DL,SMU,Texas Southern,2023-11-20T23:37:00.000Z,,4.0,Immediate
2024,Matt,Colombo,RB,USC,San Diego,2023-11-30T21:26:00.000Z,,,Immediate
2024,Da'Quan,Johnson,S,Duke,Campbell,2024-04-16T16:19:00.000Z,,3.0,Immediate
2024,Jonathan,Mendoza,OT,Yale,Louisville,2023-11-21T14:22:00.000Z,0.88,3.0,Immediate
2024,Abraham,Montano,K,Fresno State,San Diego State,2023-11-30T20:14:00.000Z,,,Immediate
2024,Bam,Booker,EDGE,Bowling Green,,2024-04-16T15:11:00.000Z,,3.0,Immediate
2024,Jules,Ney,IOL,Georgia State,Chattanooga,2024-04-16T15:07:00.000Z,,3.0,Immediate
2024,Evan,Blalock,CB,UL Monroe,,2024-04-16T15:07:00.000Z,,,Immediate
2024,Gerard,Edimo,TE,South Florida,Stephen F. Austin,2024-04-16T15:05:00.000Z,,3.0,Immediate
2024,Terrell,James,EDGE,Arkansas State,Murray State,2024-04-16T15:01:00.000Z,,3.0,Immediate
2024,Tyler,Thomas,DL,UAB,,2024-04-16T15:00:00.000Z,,,Immediate
2024,Steven,Jones Jr.,CB,Georgia Tech,Murray State,2024-04-16T14:54:00.000Z,,3.0,Immediate
2024,Trevor,Carter,LB,Cincinnati,Pikeville,2024-04-16T14:51:00.000Z,,4.0,Immediate
2024,Canaan,Williams,CB,Bowling Green,Kent State,2024-04-16T14:58:00.000Z,,3.0,Immediate
2024,Bryce,Bailey,WR,Middle Tennessee,UT Martin,2024-04-18T20:43:00.000Z,,2.0,Immediate
2024,Jaxon,Howard,EDGE,LSU,Minnesota,2024-04-16T14:57:00.000Z,0.92,4.0,Immediate
2024,Ethan,Ellis,OT,Middle Tennessee,,2023-12-04T19:22:00.000Z,,3.0,Withdrawn
2024,De'Javion,Stepney,S,Central Michigan,Marshall,2024-04-16T14:24:00.000Z,,3.0,Immediate
2024,Josh,Dixon,CB,Wyoming,,2024-04-16T14:31:00.000Z,,2.0,Immediate
2024,Carson,May,QB,Wyoming,Abilene Christian,2024-04-16T14:31:00.000Z,,,Immediate
2024,Sage,Ryan,S,LSU,,2023-12-15T16:38:00.000Z,,4.0,Immediate
2024,Donaven,McCulley,WR,Indiana,,2023-11-28T16:52:00.000Z,0.91,4.0,Withdrawn
2024,James,Eaglin,DL,Tulsa,Grambling,2024-04-16T14:26:00.000Z,,3.0,Immediate
2024,Rayquan,Adkins,CB,Cincinnati,James Madison,2024-04-16T14:05:00.000Z,,3.0,Immediate
2024,Deonte,Stanley,CB,Middle Tennessee,,2024-04-22T18:32:00.000Z,,,Immediate
2024,Santino,Marucci,QB,Wake Forest,New Mexico State,2023-11-30T21:02:00.000Z,,3.0,Immediate
2024,Trent,Singleton,S,Mississippi State,South Alabama,2024-04-16T14:21:00.000Z,,3.0,Immediate
2024,Andrew,Chamblee,OT,Arkansas,SMU,2024-04-16T14:26:00.000Z,0.88,3.0,Immediate
2024,Anthony,Johnson Jr.,CB,Western Kentucky,,2024-04-16T14:02:00.000Z,0.87,3.0,Immediate
2024,Devon,Manuel,OT,Arkansas,Florida,2023-12-04T20:09:00.000Z,0.88,3.0,Immediate
2024,Peyton,Waters,S,Washington,,2024-01-21T06:00:00.000Z,0.89,3.0,Withdrawn
2024,Kai,Horton,QB,Tulane,,2023-12-09T16:33:00.000Z,,3.0,Withdrawn
2024,Raymond,Pulido,IOL,Arizona,,2024-01-18T00:13:00.000Z,0.91,4.0,Withdrawn
2024,Justin,Benton,DL,Houston,,2023-12-12T15:03:00.000Z,,3.0,Withdrawn
2024,Dorian,Thomas,TE,Arizona,,2024-01-17T23:50:00.000Z,,3.0,Withdrawn
2024,Miles,Kauderer,EDGE,Marist,,2023-11-21T21:25:00.000Z,,,Immediate
2024,Stephen,Johnson,DL,Auburn,McNeese,2023-12-04T06:04:00.000Z,,3.0,Immediate
2024,Jacoby,Windmon,LB,Michigan State,,2023-12-11T15:12:00.000Z,,3.0,Immediate
2024,Jay,Toia,DL,UCLA,,2024-04-18T18:21:00.000Z,0.9,4.0,Withdrawn
2024,Luke,Fulton,LB,Kentucky,Kent State,2023-12-01T19:14:00.000Z,0.8,3.0,Immediate
2024,Steven,Cattledge,EDGE,Troy,,2023-12-26T21:30:00.000Z,,3.0,Immediate
2024,Demond,Williams Jr.,QB,Arizona,Washington,2024-01-17T06:00:00.000Z,0.9,4.0,Immediate
2024,Jack,Velling,TE,Oregon State,Michigan State,2023-12-06T20:29:00.000Z,0.9,4.0,Immediate
2024,Jonathan,Odom,TE,Florida,Eastern Michigan,2023-12-04T15:26:00.000Z,0.85,3.0,Immediate
2024,Sean,Sallis,TE,Marshall,,2023-12-04T14:35:00.000Z,,3.0,Immediate
2024,Brian,Battie,RB,Auburn,,2024-01-01T21:16:00.000Z,,3.0,Immediate
2024,Carter,Hooper,DL,UConn,South Dakota,2023-11-28T14:31:00.000Z,,3.0,Immediate
2024,Shea,Whiting,WR,Boise State,,2024-01-26T06:00:00.000Z,,3.0,Immediate
2024,John,Humphrey,CB,UCLA,USC,2023-12-12T01:59:00.000Z,0.88,3.0,Immediate
2024,Darius,Snow,LB,Michigan State,,2023-11-27T13:28:00.000Z,,3.0,Immediate
2024,Willie,Harts,CB,Arizona State,,2024-02-05T20:20:00.000Z,,3.0,Immediate
2024,Je'Vaun,Dabon,S,UTSA,,2023-12-24T21:32:00.000Z,,3.0,Immediate
2024,Denim,Edwards,RB,Navy,Presbyterian,2023-12-12T02:01:00.000Z,,,Immediate
2024,Patrick,Smith,RB,Vanderbilt,UT Martin,2023-12-04T17:03:00.000Z,,3.0,Immediate
2024,Courtney,Reese,RB,UNLV,Bethune-Cookman,2023-12-12T02:00:00.000Z,,2.0,Immediate
2024,Laurence,Sullivan,CB,Coastal Carolina,Nicholls,2023-12-04T14:36:00.000Z,,3.0,Immediate
2024,Corey,Flagg,LB,Miami,Missouri,2023-11-28T16:48:00.000Z,0.86,3.0,Immediate
2024,Hank,Bachmeier,QB,Louisiana Tech,Wake Forest,2023-11-28T15:05:00.000Z,0.86,3.0,Immediate
2024,Bralon,Brown,WR,Ole Miss,Marshall,2023-12-12T02:02:00.000Z,0.85,3.0,Immediate
2024,Adam,Mohammed,RB,Arizona,Washington,2024-01-17T06:00:00.000Z,0.84,3.0,Immediate
2024,Lance,Dixon,LB,West Virginia,Toledo,2023-12-12T01:59:00.000Z,0.83,3.0,Immediate
2024,Austin,Ackel,LB,New Mexico,UL Monroe,2023-12-12T02:00:00.000Z,0.82,3.0,Immediate
2024,Demond,Arter,IOL,Ohio,,2023-12-12T15:05:00.000Z,,2.0,Withdrawn
2024,Nolan,Matthews-Harris,TE,SMU,,2023-12-04T15:42:00.000Z,,3.0,Immediate
2024,Shadrick,Byrd,RB,Charlotte,,2023-11-28T14:14:00.000Z,,3.0,Withdrawn
2024,Otis,Pitts,IOL,UTEP,,2023-11-28T16:28:00.000Z,,,Withdrawn
2024,TJ,Butler,EDGE,Charlotte,,2023-12-18T19:46:00.000Z,,3.0,Immediate
2024,Jason,Moore,DL,Temple,,2024-04-18T12:43:00.000Z,,,Immediate
2024,Will,Buck,EDGE,San Diego,,2023-12-04T19:49:00.000Z,,2.0,Immediate
2024,Earl,Little II,CB,Alabama,Florida State,2024-01-03T21:51:00.000Z,0.9,4.0,Immediate
2024,Jonathon,Batzke,P,Toledo,,2023-12-12T14:59:00.000Z,,2.0,Immediate
2024,Noah,Stewart,OT,Michigan,Eastern Washington,2024-01-20T06:00:00.000Z,,3.0,Immediate
2024,Daved,Jones Jr.,LB,Cincinnati,Jackson State,2024-01-09T16:16:00.000Z,,3.0,Immediate
2024,Joshua,Sloan,P,UTEP,Memphis,2023-12-12T15:02:00.000Z,,,Immediate
2024,Jalyn,Stanford,S,Houston,,2024-04-18T15:20:00.000Z,0.84,3.0,Immediate
2024,Aidan,Chiles,QB,Oregon State,Michigan State,2023-12-04T15:23:00.000Z,0.96,4.0,Immediate
2024,Parker,Brailsford,IOL,Washington,Alabama,2024-01-15T06:00:00.000Z,0.93,4.0,Immediate
2024,Josh,Kelly,WR,Washington State,Texas Tech,2023-11-30T21:58:00.000Z,0.9,4.0,Immediate
2024,Nate,Kalepo,IOL,Washington,Ole Miss,2024-01-14T18:40:00.000Z,0.89,3.0,Immediate
2024,Kisean,Johnson,WR,Alabama State,Western Kentucky,2023-12-04T14:26:00.000Z,0.89,3.0,Immediate
2024,Christian,Fitzpatrick,WR,Michigan State,Marshall,2023-11-28T16:22:00.000Z,0.88,3.0,Immediate
2024,Aliou,Bah,OT,Georgia,Maryland,2023-12-12T19:20:00.000Z,0.88,3.0,Immediate
2024,Kalani,Norris,WR,Middle Tennessee,,2023-12-20T16:57:00.000Z,,3.0,Immediate
2024,Kevo,Wesley,IOL,Vanderbilt,,2023-11-27T20:51:00.000Z,,3.0,Withdrawn
2024,Brandon,McElroy,DL,San Diego State,,2024-04-23T18:00:00.000Z,,,Immediate
2024,Javen,Ware,S,Texas State,Abilene Christian,2023-12-19T21:57:00.000Z,,,Immediate
2024,Brock,Foster,CB,SMU,Elon,2024-04-16T18:23:00.000Z,,,Immediate
2024,JuTahn,McClain,RB,Kentucky,,2023-12-01T18:52:00.000Z,,4.0,Immediate
2024,Trelon,Slade,CB,Coastal Carolina,,2024-04-16T19:53:00.000Z,,,Immediate
2024,Isaiah,Jones,WR,Syracuse,New Mexico,2023-12-13T15:39:00.000Z,0.83,3.0,Immediate
2024,Reggie,Foster,RB,Utah State,,2023-12-12T01:45:00.000Z,,,Immediate
2024,Cole,Maynard,P,North Carolina,,2023-11-30T16:47:00.000Z,,,Immediate
2024,Joe,McFadden,K,UConn,,2023-12-13T17:29:00.000Z,,2.0,Immediate
2024,Matt,O'Dowd,QB,LSU,Marist,2024-01-03T22:08:00.000Z,,2.0,Immediate
2024,Muheem,McCargo,S,Temple,,2024-01-30T06:00:00.000Z,,2.0,Immediate
2024,Calib,Perez,OT,Duke,UAB,2024-04-27T17:29:00.000Z,,3.0,Immediate
2024,Jernias,Tafia,DL,Washington State,Colorado State,2024-04-26T21:50:00.000Z,,3.0,Immediate
2024,Isaiah,Hackett,CB,UNLV,Youngstown State,2023-12-13T15:37:00.000Z,,3.0,Immediate
2024,Demarcus,Smith,DL,Ole Miss,UAB,2024-04-25T21:17:00.000Z,,3.0,Immediate
2024,Jimmy,Holiday,WR,Western Kentucky,Louisiana Tech,2023-12-22T21:40:00.000Z,,3.0,Immediate
